Id,SalePrice
1893,139263.34
1894,131192.38
1895,139679.27
1896,129192.67
1897,113704.41
1898,101065.04
1899,156186.8
1900,121838.78
1901,175371.73
1902,131611.3
1903,231884.88
1904,132418.94
1905,198076.44
1906,170098.86
1907,200872.25
1908,110047.4
1909,140039.66
1910,121740.055
1911,214724.08
1912,310228.78
1913,150573.97
1914,49759.453
1915,320955.28
1916,63691.883
1917,263775.8
1918,138411.17
1919,174242.11
1920,133092.36
1921,455486.1
1922,318913.47
1923,218675.75
1924,251785.95
1925,198042.44
1926,394688.03
1927,134293.39
1928,145902.47
1929,119102.34
1930,130825.3
1931,141075.16
1932,141815.03
1933,172334.2
1934,185700.12
1935,162711.64
1936,188402.27
1937,183886.88
1938,169598.19
1939,252017.06
1940,172882.19
1941,172389.77
1942,189822.89
1943,184367.66
1944,307890.9
1945,364355.84
1946,122358.23
1947,334399.88
1948,161184.5
1949,248113.92
1950,182577.34
1951,259437.08
1952,237335.42
1953,175554.8
1954,181670.88
1955,135021.27
1956,290652.2
1957,152548.5
1958,301479.7
1959,146015.22
1960,117076.49
1961,115430.24
1962,96480.625
1963,101382.34
1964,110224.06
1965,150896.12
1966,138748.45
1967,287050.2
1968,425814.3
1969,363235.56
1970,461363.12
1971,474910.6
1972,381920.3
1973,266337.7
1974,314424.03
1975,497894.78
1976,260777.08
1977,341871.56
1978,340246.88
1979,325315.47
1980,194996.98
1981,366732.3
1982,233845.36
1983,212504.6
1984,165402.66
1985,212733.52
1986,203261.78
1987,174990.98
1988,171698.36
1989,194033.11
1990,219029.52
1991,246929.39
1992,218686.8
1993,169607.4
1994,259908.1
1995,188441.08
1996,257193.11
1997,314959.16
1998,355771.66
1999,251656.8
2000,293219.7
2001,247834.86
2002,246438.66
2003,256920.25
2004,285321.47
2005,236548.16
2006,238479.38
2007,254965.62
2008,209751.2
2009,188510.64
2010,197012.58
2011,145347.1
2012,171428.39
2013,176920.38
2014,186511.22
2015,203253.25
2016,186786.77
2017,195592.05
2018,124296.12
2019,132808.1
2020,112580.41
2021,108760.74
2022,180506.89
2023,142723.12
2024,239986.98
2025,373349.34
2026,183036.73
2027,152576.58
2028,153685.0
2029,163783.06
2030,278971.8
2031,254150.9
2032,259466.28
2033,282355.28
2034,160138.02
2035,209479.53
2036,191798.53
2037,190943.86
2038,335150.16
2039,204972.45
2040,295457.44
2041,297774.2
2042,194736.25
2043,162473.62
2044,164051.62
2045,227109.39
2046,144584.1
2047,141823.83
2048,138375.81
2049,138720.4
2050,191969.45
2051,109350.02
2052,122548.12
2053,145847.66
2054,76347.21
2055,156567.53
2056,141077.17
2057,125459.64
2058,220048.72
2059,130441.836
2060,168956.31
2061,180400.19
2062,128625.93
2063,106690.38
2064,140246.67
2065,121238.15
2066,163227.95
2067,107999.914
2068,137910.62
2069,90610.445
2070,112318.42
2071,89775.68
2072,137024.52
2073,131215.02
2074,188073.75
2075,136471.44
2076,117642.03
2077,148991.7
2078,127118.18
2079,144841.89
2080,122915.99
2081,122691.95
2082,127994.4
2083,141657.7
2084,113917.03
2085,119414.54
2086,113752.89
2087,132107.52
2088,102034.45
2089,74064.55
2090,137615.8
2091,114533.92
2092,125085.47
2093,133976.4
2094,115845.336
2095,159640.02
2096,79407.92
2097,92288.02
2098,147545.89
2099,57376.812
2100,77726.164
2101,116948.72
2102,132102.97
2103,96160.69
2104,133321.66
2105,112532.11
2106,73309.05
2107,226791.67
2108,113729.13
2109,113999.086
2110,140095.89
2111,154712.17
2112,141499.72
2113,125497.336
2114,108649.5
2115,164169.95
2116,126168.76
2117,158373.06
2118,122479.53
2119,103332.55
2120,124979.7
2121,97949.62
2122,95218.1
2123,82493.25
2124,163418.44
2125,128305.43
2126,155817.67
2127,150182.31
2128,132899.81
2129,98429.43
2130,134842.4
2131,137597.03
2132,118492.93
2133,120771.016
2134,112022.74
2135,90787.33
2136,71795.55
2137,115496.09
2138,133149.73
2139,155040.38
2140,140765.25
2141,142264.62
2142,130006.17
2143,141734.19
2144,125677.47
2145,138043.66
2146,172573.17
2147,132322.5
2148,138057.88
2149,145744.2
2150,214480.12
2151,106091.76
2152,173674.08
2153,148959.45
2154,109697.84
2155,145701.27
2156,242761.23
2157,233497.5
2158,230325.77
2159,203823.34
2160,178798.05
2161,239787.5
2162,360573.2
2163,355304.1
2164,233438.27
2165,175226.45
2166,147351.0
2167,230440.02
2168,201758.1
2169,193385.98
2170,219241.84
2171,159453.92
2172,133086.39
2173,168432.66
2174,242128.4
2175,313912.9
2176,301814.53
2177,257187.22
2178,209100.9
2179,140376.47
2180,233708.69
2181,186784.98
2182,240085.89
2183,189098.53
2184,120711.83
2185,128409.97
2186,148064.48
2187,146149.23
2188,164550.06
2189,231070.95
2190,84355.75
2191,86731.23
2192,92989.67
2193,103729.96
2194,99590.06
2195,113416.33
2196,103377.3
2197,120126.484
2198,156966.55
2199,177647.05
2200,140321.47
2201,148226.25
2202,210754.77
2203,132022.0
2204,186398.12
2205,115734.805
2206,139712.44
2207,210218.81
2208,254466.92
2209,194569.0
2210,117119.93
2211,111520.37
2212,111782.09
2213,100636.945
2214,125105.87
2215,105959.09
2216,145867.83
2217,91744.56
2218,56925.797
2219,66542.21
2220,52642.535
2221,315923.9
2222,259919.5
2223,273192.75
2224,202351.97
2225,126627.91
2226,173964.0
2227,189893.14
2228,259171.0
2229,266259.47
2230,158456.9
2231,206536.14
2232,179355.14
2233,187558.44
2234,242314.36
2235,225587.14
2236,282943.47
2237,365869.8
2238,195188.06
2239,112280.08
2240,165343.19
2241,151804.16
2242,130783.63
2243,125462.875
2244,104733.73
2245,101612.43
2246,139771.08
2247,99864.35
2248,122130.55
2249,124633.81
2250,136978.02
2251,77187.96
2252,169154.14
2253,149878.7
2254,168874.0
2255,189670.7
2256,184395.97
2257,201750.58
2258,162537.33
2259,173632.84
2260,163107.83
2261,170941.89
2262,201882.23
2263,331088.88
2264,517574.62
2265,178764.3
2266,284393.47
2267,330970.8
2268,411570.38
2269,144888.6
2270,188090.25
2271,231603.53
2272,193428.22
2273,178698.84
2274,179597.0
2275,172461.3
2276,188209.39
2277,187930.48
2278,153222.4
2279,134038.27
2280,125786.23
2281,171196.72
2282,191976.4
2283,100838.41
2284,103743.71
2285,136830.86
2286,122412.62
2287,347271.47
2288,261917.36
2289,376426.16
2290,477419.97
2291,309273.16
2292,445783.78
2293,519124.88
2294,434595.94
2295,450836.0
2296,286048.1
2297,303901.3
2298,313538.9
2299,364859.7
2300,327993.28
2301,278413.4
2302,248346.62
2303,248704.98
2304,251394.62
2305,195269.8
2306,192716.2
2307,191363.88
2308,224211.03
2309,271618.97
2310,209023.94
2311,190977.0
2312,175825.89
2313,177838.94
2314,178860.12
2315,173032.95
2316,171094.06
2317,183108.66
2318,180328.8
2319,182415.14
2320,201654.22
2321,237092.23
2322,169456.56
2323,175482.14
2324,166873.3
2325,209182.08
2326,162259.33
2327,207879.28
2328,232502.02
2329,184220.55
2330,174248.42
2331,351153.28
2332,434663.5
2333,326800.88
2334,253372.38
2335,265887.5
2336,353151.53
2337,214876.08
2338,283833.16
2339,220681.92
2340,460626.72
2341,209568.45
2342,240734.27
2343,221876.55
2344,216767.17
2345,244697.67
2346,232897.7
2347,195360.33
2348,254565.47
2349,171207.17
2350,286805.56
2351,253686.94
2352,248565.8
2353,246357.11
2354,140060.62
2355,140654.4
2356,150196.34
2357,196035.19
2358,194513.34
2359,130218.484
2360,114991.516
2361,136246.6
2362,289629.78
2363,143660.6
2364,157665.08
2365,220555.27
2366,184990.78
2367,222928.78
2368,208540.9
2369,222255.64
2370,164897.08
2371,169979.52
2372,182262.98
2373,261564.66
2374,304611.34
2375,252048.55
2376,288172.03
2377,364365.94
2378,142063.16
2379,197383.44
2380,144600.78
2381,164214.73
2382,188750.97
2383,206251.33
2384,240681.7
2385,166777.36
2386,141042.6
2387,137473.88
2388,92731.79
2389,122795.664
2390,152280.03
2391,144691.83
2392,115734.14
2393,164877.58
2394,141060.36
2395,209895.88
2396,148127.75
2397,211310.03
2398,127131.27
2399,65385.8
2400,56667.266
2401,114190.586
2402,131423.78
2403,137730.55
2404,146027.75
2405,150777.16
2406,144725.5
2407,121972.945
2408,147297.89
2409,124596.85
2410,168822.31
2411,118635.516
2412,161515.48
2413,129257.0
2414,143098.34
2415,137526.45
2416,135533.56
2417,134768.86
2418,124273.0
2419,113138.15
2420,124049.09
2421,138530.83
2422,123391.305
2423,113125.53
2424,145124.92
2425,192145.47
2426,126481.02
2427,130489.74
2428,168478.92
2429,117789.32
2430,127452.84
2431,107699.99
2432,141912.05
2433,134826.45
2434,134719.66
2435,147079.61
2436,107358.71
2437,115732.81
2438,128430.42
2439,113700.18
2440,116316.27
2441,94241.88
2442,101019.07
2443,122658.73
2444,135074.2
2445,86653.09
2446,123880.39
2447,170088.48
2448,128869.77
2449,103872.61
2450,143538.31
2451,133609.06
2452,194643.42
2453,99013.71
2454,126160.09
2455,122277.39
2456,138452.77
2457,119277.96
2458,118791.414
2459,105173.23
2460,139685.52
2461,113581.4
2462,143558.7
2463,121403.13
2464,171227.25
2465,143587.6
2466,108802.234
2467,141177.58
2468,79679.266
2469,72848.93
2470,191055.88
2471,196012.75
2472,170463.77
2473,120045.86
2474,75308.85
2475,219479.28
2476,110066.5
2477,127949.61
2478,152657.22
2479,106735.875
2480,136427.6
2481,120897.54
2482,127003.55
2483,115749.92
2484,121408.58
2485,120996.05
2486,157476.64
2487,183276.9
2488,159375.03
2489,162131.1
2490,153431.06
2491,95508.4
2492,188502.9
2493,143762.16
2494,161524.58
2495,106595.8
2496,259771.81
2497,158075.05
2498,106600.78
2499,98127.73
2500,134009.38
2501,141542.38
2502,141306.08
2503,96147.664
2504,202012.03
2505,214481.77
2506,253513.05
2507,312449.72
2508,248412.0
2509,213557.58
2510,225951.66
2511,180891.7
2512,201740.97
2513,207275.5
2514,238412.75
2515,146618.58
2516,178939.81
2517,138319.86
2518,145131.02
2519,222897.53
2520,208917.72
2521,193072.72
2522,224978.48
2523,130970.86
2524,137558.6
2525,143920.6
2526,137775.75
2527,114151.83
2528,137495.38
2529,139830.27
2530,112903.72
2531,253768.48
2532,228942.38
2533,197307.22
2534,236775.89
2535,337449.72
2536,250417.86
2537,239600.73
2538,186283.16
2539,191213.0
2540,175409.53
2541,180955.88
2542,165946.95
2543,127656.234
2544,125197.055
2545,142102.19
2546,149609.08
2547,141234.81
2548,148528.64
2549,162729.8
2550,619311.0
2551,142887.23
2552,121346.99
2553,76816.52
2554,107820.336
2555,117508.16
2556,98072.625
2557,111612.83
2558,125207.086
2559,136367.89
2560,149297.08
2561,130235.625
2562,133187.58
2563,147336.81
2564,202737.14
2565,139069.97
2566,154317.84
2567,125374.96
2568,190808.61
2569,212963.1
2570,115963.5
2571,163681.89
2572,156703.16
2573,228779.34
2574,245633.61
2575,146836.45
2576,124704.67
2577,163541.3
2578,90276.555
2579,69324.195
2580,107720.02
2581,97976.055
2582,109532.67
2583,262045.28
2584,175745.42
2585,177891.0
2586,207640.14
2587,194914.62
2588,139777.2
2589,149640.19
2590,196734.89
2591,187645.2
2592,230075.5
2593,254163.02
2594,180926.38
2595,193409.22
2596,327941.38
2597,186547.69
2598,276959.53
2599,323230.2
2600,155607.84
2601,137879.58
2602,79172.07
2603,97580.12
2604,77961.27
2605,72692.99
2606,146977.12
2607,187987.14
2608,218782.75
2609,156336.11
2610,112863.67
2611,99196.98
2612,142020.89
2613,134698.84
2614,132772.25
2615,160787.02
2616,137525.8
2617,166990.3
2618,184221.78
2619,191647.5
2620,181287.53
2621,173884.22
2622,182332.36
2623,264089.2
2624,285197.44
2625,316453.1
2626,175659.8
2627,169122.36
2628,453831.47
2629,489220.12
2630,347587.22
2631,501156.56
2632,434597.6
2633,322371.9
2634,351186.44
2635,153459.16
2636,176795.9
2637,168274.5
2638,257633.02
2639,194176.39
2640,161253.53
2641,106928.54
2642,189909.62
2643,98500.984
2644,131403.73
2645,100640.98
2646,92556.15
2647,101049.33
2648,139634.78
2649,154618.66
2650,136406.9
2651,146829.88
2652,421569.25
2653,245829.28
2654,247139.78
2655,373641.78
2656,321561.0
2657,356822.62
2658,306100.28
2659,305882.9
2660,341217.5
2661,357203.28
2662,353374.22
2663,275244.6
2664,261397.83
2665,319740.9
2666,298725.6
2667,170371.61
2668,179968.88
2669,171427.89
2670,283878.62
2671,179966.64
2672,186179.97
2673,201927.1
2674,190229.19
2675,160981.56
2676,180494.5
2677,197465.9
2678,264888.28
2679,279198.84
2680,266284.88
2681,434742.7
2682,310852.2
2683,524576.9
2684,302953.9
2685,325362.94
2686,284473.78
2687,324304.72
2688,227037.28
2689,204654.66
2690,491414.12
2691,189194.12
2692,137011.72
2693,189425.94
2694,135835.33
2695,194952.17
2696,182570.03
2697,187745.08
2698,188279.77
2699,175888.45
2700,157262.33
2701,164591.02
2702,110883.75
2703,126262.766
2704,144485.55
2705,119416.48
2706,123047.94
2707,130665.57
2708,129936.516
2709,112112.305
2710,120338.266
2711,281202.72
2712,388551.53
2713,172740.95
2714,152420.25
2715,169648.33
2716,135619.03
2717,175897.0
2718,226588.67
2719,161164.98
2720,171382.45
2721,139275.56
2722,173634.5
2723,153526.06
2724,128496.09
2725,137341.25
2726,140675.6
2727,175198.22
2728,165811.06
2729,153728.97
2730,140958.95
2731,123019.66
2732,116685.13
2733,163239.16
2734,155498.81
2735,133868.22
2736,144025.77
2737,125589.05
2738,135279.95
2739,165727.9
2740,140779.2
2741,132868.02
2742,150677.97
2743,146823.3
2744,165253.17
2745,139837.33
2746,138432.44
2747,134038.39
2748,123940.89
2749,121661.37
2750,135879.38
2751,130461.12
2752,155624.47
2753,153954.03
2754,241019.58
2755,132634.44
2756,82360.72
2757,72426.51
2758,76245.56
2759,155773.4
2760,117516.445
2761,151743.22
2762,156366.08
2763,185998.4
2764,135368.22
2765,279596.12
2766,134437.42
2767,91562.41
2768,133371.5
2769,126109.45
2770,144627.95
2771,116863.43
2772,119190.63
2773,146723.22
2774,135324.6
2775,106262.58
2776,133281.36
2777,144060.25
2778,96032.56
2779,116418.92
2780,95259.336
2781,98715.49
2782,93323.984
2783,90554.2
2784,122213.16
2785,131314.42
2786,68374.695
2787,125610.61
2788,74102.63
2789,181768.1
2790,76079.664
2791,116148.23
2792,60477.633
2793,182174.36
2794,86755.625
2795,119780.44
2796,98563.375
2797,210014.02
2798,107287.78
2799,122007.5
2800,69479.47
2801,111281.12
2802,132740.1
2803,165700.42
2804,119033.76
2805,91431.95
2806,78633.08
2807,143192.53
2808,144732.67
2809,135307.56
2810,133269.92
2811,155123.19
2812,147335.69
2813,153177.4
2814,155168.61
2815,101997.77
2816,255618.11
2817,152715.17
2818,125875.03
2819,142459.45
2820,131402.36
2821,103529.93
2822,185896.45
2823,294790.97
2824,183751.55
2825,148048.67
2826,128733.06
2827,145741.84
2828,203685.39
2829,192723.73
2830,228158.36
2831,164011.89
2832,265754.9
2833,270116.06
2834,208643.95
2835,217588.19
2836,190663.81
2837,150065.06
2838,152041.9
2839,182770.72
2840,201327.55
2841,210011.2
2842,226468.12
2843,157002.94
2844,172737.17
2845,122991.39
2846,213880.22
2847,197465.34
2848,221851.38
2849,205735.84
2850,283340.94
2851,241946.28
2852,234072.05
2853,234238.64
2854,142939.72
2855,200716.56
2856,201801.97
2857,185502.23
2858,198223.08
2859,128437.53
2860,128536.66
2861,129434.016
2862,194367.22
2863,129258.98
2864,263374.88
2865,143570.2
2866,138060.9
2867,91721.734
2868,107364.04
2869,111432.234
2870,119524.03
2871,96951.305
2872,50297.914
2873,111109.43
2874,139724.95
2875,115075.664
2876,163896.81
2877,138626.77
2878,175170.64
2879,139532.55
2880,98680.195
2881,157453.38
2882,167992.94
2883,198550.95
2884,204378.88
2885,188993.42
2886,223979.58
2887,94958.75
2888,134629.75
2889,59741.703
2890,75199.62
2891,132256.27
2892,54193.965
2893,81096.9
2894,49348.496
2895,289574.8
2896,280061.53
2897,198497.38
2898,161033.92
2899,217349.47
2900,151511.12
2901,185667.19
2902,187587.77
2903,331336.84
2904,357691.44
2905,89525.34
2906,202719.73
2907,112504.53
2908,136054.56
2909,150548.4
2910,83690.984
2911,77657.11
2912,143335.31
2913,84493.99
2914,68821.45
2915,72436.8
2916,79481.26
2917,156005.03
2918,121914.445
2919,213732.8
